entry_id,employee_id,project_id,work_date,hours_logged,billable
85,EMP003,PRJ001,2026-08-13,2.5,True
86,EMP003,PRJ001,2026-08-14,3.0,True
87,EMP003,PRJ001,2026-08-17,5.3,False
88,EMP003,PRJ001,2026-08-18,4.3,True
89,EMP003,PRJ001,2026-08-19,2.9,True
90,EMP003,PRJ001,2026-08-20,4.6,True
91,EMP003,PRJ001,2026-08-21,4.0,True
92,EMP003,PRJ001,2026-08-24,5.4,True
93,EMP003,PRJ001,2026-08-25,2.7,True
94,EMP003,PRJ001,2026-08-26,3.3,True
95,EMP003,PRJ001,2026-08-27,3.2,True
96,EMP003,PRJ001,2026-08-28,1.4,True
97,EMP003,PRJ001,2026-08-31,4.3,True
98,EMP003,PRJ001,2026-09-01,4.2,True
99,EMP003,PRJ001,2026-09-02,3.8,True
100,EMP003,PRJ001,2026-09-03,3.4,True
101,EMP003,PRJ001,2026-09-04,1.5,True
102,EMP018,PRJ001,2026-04-06,3.1,True
103,EMP018,PRJ001,2026-04-07,3.3,True
104,EMP018,PRJ001,2026-04-08,2.5,True
105,EMP018,PRJ001,2026-04-09,3.5,True
106,EMP018,PRJ001,2026-04-10,4.5,True
107,EMP018,PRJ001,2026-04-13,6.9,False
108,EMP018,PRJ001,2026-04-14,4.1,True
109,EMP018,PRJ001,2026-04-15,4.2,True
110,EMP018,PRJ001,2026-04-16,3.7,False
111,EMP018,PRJ001,2026-04-17,0.7,False
112,EMP018,PRJ001,2026-04-20,3.8,True
113,EMP018,PRJ001,2026-04-21,3.9,True
114,EMP018,PRJ001,2026-04-22,7.8,True
115,EMP018,PRJ001,2026-04-23,3.5,True
116,EMP018,PRJ001,2026-04-24,4.3,True
117,EMP018,PRJ001,2026-04-27,3.8,True
118,EMP018,PRJ001,2026-04-28,1.9,True
119,EMP018,PRJ001,2026-05-01,5.7,True
120,EMP018,PRJ001,2026-05-04,5.0,True
121,EMP018,PRJ001,2026-05-05,5.1,True
122,EMP018,PRJ001,2026-05-06,2.3,True
123,EMP018,PRJ001,2026-05-07,6.1,True
124,EMP018,PRJ001,2026-05-08,1.5,True
125,EMP018,PRJ001,2026-05-11,4.8,False
126,EMP018,PRJ001,2026-05-12,7.4,True
127,EMP018,PRJ001,2026-05-13,2.2,True
128,EMP018,PRJ001,2026-05-14,2.9,True
129,EMP018,PRJ001,2026-05-15,4.0,True
130,EMP018,PRJ001,2026-05-18,3.0,True
131,EMP018,PRJ001,2026-05-19,1.3,True
132,EMP018,PRJ001,2026-05-20,3.9,True
133,EMP018,PRJ001,2026-05-21,2.1,True
134,EMP018,PRJ001,2026-05-22,4.6,True
135,EMP018,PRJ001,2026-05-25,2.3,False
136,EMP018,PRJ001,2026-05-26,6.3,True
137,EMP018,PRJ001,2026-05-27,2.5,True
138,EMP018,PRJ001,2026-05-28,3.3,True
139,EMP018,PRJ001,2026-05-29,5.1,True
140,EMP018,PRJ001,2026-06-01,1.8,True
141,EMP018,PRJ001,2026-06-02,4.2,True
142,EMP018,PRJ001,2026-06-03,5.9,False
143,EMP018,PRJ001,2026-06-04,1.2,True
144,EMP018,PRJ001,2026-06-05,4.1,True
145,EMP018,PRJ001,2026-06-08,4.2,True
146,EMP018,PRJ001,2026-06-10,5.1,True
147,EMP018,PRJ001,2026-06-11,1.8,True
148,EMP018,PRJ001,2026-06-12,1.7,False
149,EMP018,PRJ001,2026-06-15,4.7,True
150,EMP018,PRJ001,2026-06-16,4.3,True
151,EMP018,PRJ001,2026-06-17,4.2,False
152,EMP018,PRJ001,2026-06-18,4.4,True
153,EMP018,PRJ001,2026-06-19,2.7,True
154,EMP018,PRJ001,2026-06-22,4.2,True
155,EMP018,PRJ001,2026-06-23,4.3,True
156,EMP018,PRJ001,2026-06-24,2.6,True
157,EMP018,PRJ001,2026-06-25,6.9,False
158,EMP018,PRJ001,2026-06-26,27.0,True
159,EMP018,PRJ001,2026-06-29,1.9,True
160,EMP018,PRJ001,2026-07-01,4.9,True
161,EMP018,PRJ001,2026-07-02,2.2,True
162,EMP018,PRJ001,2026-07-06,5.1,True
163,EMP018,PRJ001,2026-07-07,5.7,True
164,EMP018,PRJ001,2026-07-08,2.5,True
165,EMP018,PRJ001,2026-07-09,5.4,True
166,EMP018,PRJ001,2026-07-10,4.5,False
167,EMP018,PRJ001,2026-07-13,5.2,True
168,EMP018,PRJ001,2026-07-14,6.9,True
169,EMP018,PRJ001,2026-07-15,3.4,True
170,EMP018,PRJ001,2026-07-20,2.6,True
171,EMP018,PRJ001,2026-07-21,2.4,True
172,EMP018,PRJ001,2026-07-22,2.5,True
173,EMP018,PRJ001,2026-07-23,3.7,True
174,EMP018,PRJ001,2026-07-24,4.4,True
175,EMP018,PRJ001,2026-07-27,4.3,False
176,EMP018,PRJ001,2026-07-29,5.2,True
177,EMP018,PRJ001,2026-07-30,3.8,True
178,EMP018,PRJ001,2026-07-31,6.2,True
179,EMP018,PRJ001,2026-08-03,3.4,True
180,EMP018,PRJ001,2026-08-05,8.3,True
181,EMP018,PRJ001,2026-08-06,4.8,False
182,EMP018,PRJ001,2026-08-07,2.4,False
183,EMP018,PRJ001,2026-08-10,2.1,True
184,EMP018,PRJ001,2026-08-11,4.6,True
185,EMP018,PRJ001,2026-08-12,3.4,True
186,EMP018,PRJ001,2026-08-13,5.0,True
187,EMP018,PRJ001,2026-08-14,4.6,True
188,EMP018,PRJ001,2026-08-17,3.7,True
189,EMP018,PRJ001,2026-08-18,2.4,False
190,EMP018,PRJ001,2026-08-19,1.3,True
191,EMP018,PRJ001,2026-08-20,3.1,False
192,EMP018,PRJ001,2026-08-21,5.2,False
193,EMP018,PRJ001,2026-08-24,4.2,True
194,EMP018,PRJ001,2026-08-25,1.8,True
195,EMP018,PRJ001,2026-08-26,4.1,True
196,EMP018,PRJ001,2026-08-27,4.4,True
197,EMP018,PRJ001,2026-08-28,2.4,False
198,EMP018,PRJ001,2026-08-31,4.1,True
199,EMP018,PRJ001,2026-09-01,3.9,True
200,EMP018,PRJ001,2026-09-02,1.9,True
201,EMP018,PRJ001,2026-09-03,4.4,True
202,EMP018,PRJ001,2026-09-04,4.7,True
203,EMP018,PRJ002,2025-12-03,8.9,True
204,EMP018,PRJ002,2025-12-04,8.9,False
205,EMP018,PRJ002,2025-12-05,2.8,False
206,EMP018,PRJ002,2025-12-08,3.9,True
207,EMP018,PRJ002,2025-12-09,7.5,True
208,EMP018,PRJ002,2025-12-10,7.5,True
209,EMP018,PRJ002,2025-12-11,7.5,True
210,EMP018,PRJ002,2025-12-12,12.0,True
211,EMP018,PRJ002,2025-12-15,7.7,True
212,EMP018,PRJ002,2025-12-16,9.1,True
213,EMP018,PRJ002,2025-12-17,8.6,True
214,EMP018,PRJ002,2025-12-18,7.9,True
215,EMP018,PRJ002,2025-12-19,5.5,True
216,EMP018,PRJ002,2025-12-22,8.1,True
217,EMP018,PRJ002,2025-12-23,4.3,False
218,EMP018,PRJ002,2025-12-24,5.6,True
219,EMP018,PRJ002,2025-12-25,5.0,True
220,EMP018,PRJ002,2025-12-26,6.4,True
221,EMP018,PRJ002,2025-12-29,12.0,True
222,EMP018,PRJ002,2025-12-30,1.6,False
223,EMP018,PRJ002,2025-12-31,7.9,True
224,EMP018,PRJ002,2026-01-01,2.2,False
225,EMP018,PRJ002,2026-01-05,5.1,False
226,EMP018,PRJ002,2026-01-06,8.9,True
227,EMP018,PRJ002,2026-01-07,6.4,False
228,EMP018,PRJ002,2026-01-08,3.6,False
229,EMP018,PRJ002,2026-01-09,4.5,True
230,EMP018,PRJ002,2026-01-12,7.9,True
231,EMP018,PRJ002,2026-01-13,4.4,True
232,EMP018,PRJ002,2026-01-14,6.8,True
233,EMP018,PRJ002,2026-01-15,6.3,True
234,EMP018,PRJ002,2026-01-16,27.0,True
235,EMP018,PRJ002,2026-01-19,11.6,True
236,EMP018,PRJ002,2026-01-20,7.8,True
237,EMP018,PRJ002,2026-01-21,1.2,True
238,EMP018,PRJ002,2026-01-22,6.7,True
239,EMP018,PRJ002,2026-01-23,4.6,True
240,EMP018,PRJ002,2026-01-26,8.4,False
241,EMP018,PRJ002,2026-01-27,4.3,True
242,EMP018,PRJ002,2026-01-28,6.0,True
243,EMP018,PRJ002,2026-01-30,7.5,True
244,EMP018,PRJ002,2026-02-02,8.4,True
245,EMP018,PRJ002,2026-02-03,3.3,True
246,EMP018,PRJ002,2026-02-04,5.4,True
247,EMP018,PRJ002,2026-02-05,5.1,True
248,EMP018,PRJ002,2026-02-06,4.6,True
249,EMP018,PRJ002,2026-02-09,10.6,True
250,EMP018,PRJ002,2026-02-10,7.2,True
251,EMP018,PRJ002,2026-02-11,3.1,True
252,EMP018,PRJ002,2026-02-12,8.5,False
253,EMP018,PRJ002,2026-02-13,11.5,True
254,EMP018,PRJ002,2026-02-16,8.8,True
255,EMP018,PRJ002,2026-02-17,2.5,False
256,EMP018,PRJ002,2026-02-18,5.0,False
257,EMP018,PRJ002,2026-02-19,9.4,False
258,EMP018,PRJ002,2026-02-20,0.0,True
259,EMP018,PRJ002,2026-02-23,7.3,True
260,EMP018,PRJ002,2026-02-24,8.2,True
261,EMP018,PRJ002,2026-02-25,3.9,True
262,EMP018,PRJ002,2026-02-26,6.1,False
263,EMP018,PRJ002,2026-02-27,0.5,True
264,EMP018,PRJ002,2026-03-02,3.7,True
265,EMP018,PRJ002,2026-03-03,5.6,True
266,EMP018,PRJ003,2026-05-01,1.5,True
267,EMP018,PRJ003,2026-05-04,5.7,True
268,EMP018,PRJ003,2026-05-05,1.2,True
269,EMP018,PRJ003,2026-05-06,2.7,True
270,EMP018,PRJ003,2026-05-07,3.5,True
271,EMP018,PRJ003,2026-05-08,5.4,True
272,EMP018,PRJ003,2026-05-11,1.2,True
273,EMP018,PRJ003,2026-05-12,5.0,False
274,EMP018,PRJ003,2026-05-13,3.3,True
275,EMP018,PRJ003,2026-05-14,1.9,False
276,EMP018,PRJ003,2026-05-15,4.0,True
277,EMP018,PRJ003,2026-05-18,3.6,False
278,EMP018,PRJ003,2026-05-19,2.5,False
279,EMP018,PRJ003,2026-05-20,3.4,True
280,EMP018,PRJ003,2026-05-21,2.8,True
281,EMP018,PRJ003,2026-05-22,3.5,True
282,EMP018,PRJ003,2026-05-25,4.3,False
283,EMP018,PRJ003,2026-05-26,5.7,True
284,EMP018,PRJ003,2026-05-27,1.5,True
285,EMP018,PRJ003,2026-05-28,6.5,True
286,EMP018,PRJ003,2026-05-29,0.5,True
287,EMP018,PRJ003,2026-06-01,3.1,True
288,EMP018,PRJ003,2026-06-02,4.2,True
289,EMP018,PRJ003,2026-06-03,3.7,True
290,EMP018,PRJ003,2026-06-04,2.4,True
291,EMP018,PRJ003,2026-06-05,3.0,True
292,EMP018,PRJ003,2026-06-08,2.6,True
293,EMP018,PRJ003,2026-06-09,2.5,True
294,EMP018,PRJ003,2026-06-10,4.6,True
295,EMP018,PRJ003,2026-06-11,3.9,True
296,EMP018,PRJ003,2026-06-12,2.3,True
297,EMP018,PRJ003,2026-06-15,4.7,True
298,EMP018,PRJ003,2026-06-16,3.8,True
299,EMP018,PRJ003,2026-06-17,4.5,False
300,EMP018,PRJ003,2026-06-18,4.3,True
301,EMP018,PRJ003,2026-06-19,2.1,True
302,EMP018,PRJ003,2026-06-22,2.5,True
303,EMP018,PRJ003,2026-06-23,4.4,True
304,EMP018,PRJ003,2026-06-24,4.2,True
305,EMP018,PRJ003,2026-06-25,3.3,True
306,EMP018,PRJ003,2026-06-26,3.5,True
307,EMP018,PRJ003,2026-06-29,5.2,False
308,EMP018,PRJ003,2026-06-30,2.5,False
309,EMP018,PRJ003,2026-07-01,4.1,True
310,EMP018,PRJ003,2026-07-02,3.0,True
311,EMP018,PRJ003,2026-07-03,3.0,True
312,EMP018,PRJ003,2026-07-06,4.9,True
313,EMP018,PRJ003,2026-07-07,4.5,True
314,EMP018,PRJ003,2026-07-08,4.5,True
315,EMP018,PRJ003,2026-07-09,5.2,True
316,EMP018,PRJ003,2026-07-13,3.4,True
317,EMP018,PRJ003,2026-07-14,4.3,True
318,EMP018,PRJ003,2026-07-15,2.9,True
319,EMP018,PRJ003,2026-07-16,3.8,True
320,EMP018,PRJ003,2026-07-17,3.1,True
321,EMP018,PRJ003,2026-07-20,3.5,True
322,EMP018,PRJ003,2026-07-21,4.2,False
323,EMP018,PRJ003,2026-07-22,2.1,True
324,EMP018,PRJ003,2026-07-23,6.4,True
325,EMP018,PRJ003,2026-07-24,1.9,True
326,EMP018,PRJ003,2026-07-27,1.6,True
327,EMP018,PRJ003,2026-07-28,5.0,True
328,EMP018,PRJ003,2026-07-29,4.5,False
329,EMP018,PRJ003,2026-07-30,4.2,False
330,EMP018,PRJ003,2026-07-31,4.3,True
331,EMP018,PRJ003,2026-08-03,3.3,True
332,EMP018,PRJ003,2026-08-04,2.0,True
333,EMP018,PRJ003,2026-08-05,3.4,True
334,EMP018,PRJ003,2026-08-06,2.3,True
335,EMP018,PRJ003,2026-08-10,4.8,True
336,EMP018,PRJ003,2026-08-11,3.1,True
337,EMP018,PRJ003,2026-08-12,2.1,True
338,EMP018,PRJ003,2026-08-13,2.9,True
339,EMP018,PRJ003,2026-08-14,3.9,True
340,EMP018,PRJ003,2026-08-17,2.5,True
341,EMP018,PRJ003,2026-08-18,2.1,True
342,EMP018,PRJ003,2026-08-20,3.7,True
343,EMP018,PRJ003,2026-08-21,3.7,True
344,EMP018,PRJ003,2026-08-24,2.6,True
345,EMP018,PRJ003,2026-08-25,2.6,True
346,EMP018,PRJ003,2026-08-26,3.7,True
347,EMP018,PRJ003,2026-08-27,1.2,True
348,EMP018,PRJ003,2026-08-28,1.3,True
349,EMP018,PRJ003,2026-08-31,2.3,False
350,EMP018,PRJ003,2026-09-01,3.0,True
351,EMP018,PRJ003,2026-09-02,3.8,True
352,EMP018,PRJ003,2026-09-03,5.5,True
353,EMP018,PRJ003,2026-09-04,4.6,True
354,EMP015,PRJ003,2026-05-01,3.1,True
355,EMP015,PRJ003,2026-05-04,3.3,True
356,EMP015,PRJ003,2026-05-05,1.9,False
357,EMP015,PRJ003,2026-05-07,3.3,True
358,EMP015,PRJ003,2026-05-08,2.9,True
359,EMP015,PRJ003,2026-05-11,3.8,True
360,EMP015,PRJ003,2026-05-12,2.1,True
361,EMP015,PRJ003,2026-05-14,4.1,False
362,EMP015,PRJ003,2026-05-15,5.6,True
363,EMP015,PRJ003,2026-05-18,3.2,True
364,EMP015,PRJ003,2026-05-20,3.9,True
365,EMP015,PRJ003,2026-05-21,4.3,True
366,EMP015,PRJ003,2026-05-22,2.7,False
367,EMP015,PRJ003,2026-05-25,3.7,True
368,EMP015,PRJ003,2026-05-26,3.4,True
369,EMP015,PRJ003,2026-05-27,3.5,True
370,EMP015,PRJ003,2026-05-28,2.2,True
371,EMP015,PRJ003,2026-05-29,3.4,True
372,EMP015,PRJ003,2026-06-01,4.1,False
373,EMP015,PRJ003,2026-06-02,5.5,True
374,EMP015,PRJ003,2026-06-04,4.7,False
375,EMP015,PRJ003,2026-06-05,6.5,True
376,EMP015,PRJ003,2026-06-08,2.2,True
377,EMP015,PRJ003,2026-06-09,4.6,True
378,EMP015,PRJ003,2026-06-10,3.6,True
379,EMP015,PRJ003,2026-06-11,6.5,True
380,EMP015,PRJ003,2026-06-12,2.1,True
381,EMP015,PRJ003,2026-06-15,2.1,True
382,EMP015,PRJ003,2026-06-16,2.5,True
383,EMP015,PRJ003,2026-06-17,0.5,True
384,EMP015,PRJ003,2026-06-18,2.6,True
385,EMP015,PRJ003,2026-06-19,2.2,False
386,EMP015,PRJ003,2026-06-22,3.6,True
387,EMP015,PRJ003,2026-06-23,3.8,True
388,EMP015,PRJ003,2026-06-24,6.1,True
389,EMP015,PRJ003,2026-06-25,4.7,False
390,EMP015,PRJ003,2026-06-26,2.5,True
391,EMP015,PRJ003,2026-06-29,2.0,True
392,EMP015,PRJ003,2026-06-30,4.1,True
393,EMP015,PRJ003,2026-07-01,1.4,True
394,EMP015,PRJ003,2026-07-02,6.0,True
395,EMP015,PRJ003,2026-07-03,5.1,True
396,EMP015,PRJ003,2026-07-06,2.6,True
397,EMP015,PRJ003,2026-07-07,0.8,True
398,EMP015,PRJ003,2026-07-08,5.3,True
399,EMP015,PRJ003,2026-07-10,3.2,True
400,EMP015,PRJ003,2026-07-13,5.1,True
401,EMP015,PRJ003,2026-07-14,1.0,True
402,EMP015,PRJ003,2026-07-15,2.5,False
403,EMP015,PRJ003,2026-07-16,3.3,True
404,EMP015,PRJ003,2026-07-17,3.4,True
405,EMP015,PRJ003,2026-07-20,2.7,True
406,EMP015,PRJ003,2026-07-21,4.2,True
407,EMP015,PRJ003,2026-07-22,1.8,True
408,EMP015,PRJ003,2026-07-24,3.1,True
409,EMP015,PRJ003,2026-07-27,3.5,True
410,EMP015,PRJ003,2026-07-28,4.1,True
411,EMP015,PRJ003,2026-07-29,4.4,True
412,EMP015,PRJ003,2026-07-31,1.7,True
413,EMP015,PRJ003,2026-08-03,1.1,True
414,EMP015,PRJ003,2026-08-04,5.2,True
415,EMP015,PRJ003,2026-08-05,3.8,True
416,EMP015,PRJ003,2026-08-06,2.2,True
417,EMP015,PRJ003,2026-08-07,5.6,False
418,EMP015,PRJ003,2026-08-10,3.5,True
419,EMP015,PRJ003,2026-08-11,5.1,True
420,EMP015,PRJ003,2026-08-12,3.4,False
421,EMP015,PRJ003,2026-08-13,6.4,True
422,EMP015,PRJ003,2026-08-14,5.9,True
423,EMP015,PRJ003,2026-08-17,3.0,False
424,EMP015,PRJ003,2026-08-18,4.8,True
425,EMP015,PRJ003,2026-08-19,4.3,True
426,EMP015,PRJ003,2026-08-20,5.3,True
427,EMP015,PRJ003,2026-08-21,1.9,True
428,EMP015,PRJ003,2026-08-24,4.3,True
429,EMP015,PRJ003,2026-08-25,4.9,False
430,EMP015,PRJ003,2026-08-26,0.8,True
431,EMP015,PRJ003,2026-08-27,1.6,True
432,EMP015,PRJ003,2026-08-28,0.5,True
433,EMP015,PRJ003,2026-08-31,2.9,False
434,EMP015,PRJ003,2026-09-01,4.4,True
435,EMP015,PRJ003,2026-09-03,5.5,True
436,EMP015,PRJ003,2026-09-04,3.4,True
437,EMP016,PRJ004,2025-12-15,10.2,True
438,EMP016,PRJ004,2025-12-16,2.8,True
439,EMP016,PRJ004,2025-12-17,2.0,False
440,EMP016,PRJ004,2025-12-18,6.1,True
441,EMP016,PRJ004,2025-12-19,7.2,True
442,EMP016,PRJ004,2025-12-22,6.1,True
443,EMP016,PRJ004,2025-12-23,1.1,True
444,EMP016,PRJ004,2025-12-24,6.0,False
445,EMP016,PRJ004,2025-12-25,3.0,True
446,EMP016,PRJ004,2025-12-26,7.9,True
447,EMP016,PRJ004,2025-12-29,7.1,True
448,EMP016,PRJ004,2025-12-30,3.9,True
449,EMP016,PRJ004,2025-12-31,4.9,False
450,EMP016,PRJ004,2026-01-01,3.6,True
451,EMP016,PRJ004,2026-01-02,6.0,True
452,EMP016,PRJ004,2026-01-05,8.6,True
453,EMP016,PRJ004,2026-01-06,3.8,True
454,EMP016,PRJ004,2026-01-07,7.4,True
455,EMP016,PRJ004,2026-01-08,4.9,True
456,EMP016,PRJ004,2026-01-09,4.2,True
457,EMP016,PRJ004,2026-01-13,5.9,True
458,EMP016,PRJ004,2026-01-14,3.6,True
459,EMP016,PRJ004,2026-01-15,4.8,True
460,EMP016,PRJ004,2026-01-16,3.2,True
461,EMP016,PRJ004,2026-01-19,11.1,True
462,EMP016,PRJ004,2026-01-20,6.3,True
463,EMP016,PRJ004,2026-01-21,4.5,True
464,EMP016,PRJ004,2026-01-22,6.7,True
465,EMP016,PRJ004,2026-01-23,5.9,False
466,EMP016,PRJ004,2026-01-26,5.7,True
467,EMP016,PRJ004,2026-01-27,7.7,True
468,EMP016,PRJ004,2026-01-28,8.1,True
469,EMP016,PRJ004,2026-01-29,4.9,True
470,EMP016,PRJ004,2026-01-30,4.8,False
471,EMP016,PRJ004,2026-02-02,5.5,True
472,EMP016,PRJ004,2026-02-03,0.5,False
473,EMP016,PRJ004,2026-02-04,2.5,True
474,EMP016,PRJ004,2026-02-05,9.6,True
475,EMP016,PRJ004,2026-02-06,10.3,True
476,EMP016,PRJ004,2026-02-09,5.6,True
477,EMP016,PRJ004,2026-02-10,7.6,True
478,EMP016,PRJ004,2026-02-11,7.0,True
479,EMP016,PRJ004,2026-02-12,12.0,False
480,EMP016,PRJ004,2026-02-13,9.0,True
481,EMP016,PRJ004,2026-02-16,5.9,True
482,EMP016,PRJ004,2026-02-17,3.8,True
483,EMP016,PRJ004,2026-02-18,2.2,True
484,EMP016,PRJ004,2026-02-19,6.7,True
485,EMP016,PRJ004,2026-02-20,4.3,True
486,EMP016,PRJ004,2026-02-23,2.7,True
487,EMP016,PRJ004,2026-02-24,4.6,True
488,EMP016,PRJ004,2026-02-25,3.5,True
489,EMP016,PRJ004,2026-02-26,10.4,True
490,EMP016,PRJ004,2026-03-02,8.4,True
491,EMP016,PRJ004,2026-03-03,-4.0,True
492,EMP016,PRJ004,2026-03-04,9.9,False
493,EMP016,PRJ004,2026-03-05,6.4,True
494,EMP016,PRJ004,2026-03-06,4.1,True
495,EMP016,PRJ004,2026-03-10,10.0,True
496,EMP016,PRJ004,2026-03-11,7.5,True
497,EMP016,PRJ004,2026-03-12,3.6,True
498,EMP016,PRJ004,2026-03-13,5.7,False
499,EMP016,PRJ004,2026-03-16,4.0,True
500,EMP026,PRJ004,2025-12-15,2.8,True
501,EMP026,PRJ004,2025-12-16,8.5,True
502,EMP026,PRJ004,2025-12-17,10.9,True
503,EMP026,PRJ004,2025-12-18,2.7,True
504,EMP026,PRJ004,2025-12-19,7.6,True
505,EMP026,PRJ004,2025-12-22,4.6,True
506,EMP026,PRJ004,2025-12-23,5.0,True
507,EMP026,PRJ004,2025-12-24,4.7,True
508,EMP026,PRJ004,2025-12-25,4.1,True
509,EMP026,PRJ004,2025-12-26,6.3,True
510,EMP026,PRJ004,2025-12-29,4.1,True
511,EMP026,PRJ004,2025-12-30,6.9,True
512,EMP026,PRJ004,2025-12-31,6.1,True
513,EMP026,PRJ004,2026-01-02,5.6,True
514,EMP026,PRJ004,2026-01-05,4.0,True
515,EMP026,PRJ004,2026-01-06,4.8,True
516,EMP026,PRJ004,2026-01-07,8.1,True
517,EMP026,PRJ004,2026-01-08,7.4,True
518,EMP026,PRJ004,2026-01-09,3.8,True
519,EMP026,PRJ004,2026-01-12,6.4,False
520,EMP026,PRJ004,2026-01-13,8.1,True
521,EMP026,PRJ004,2026-01-14,2.1,True
522,EMP026,PRJ004,2026-01-15,7.5,True
523,EMP026,PRJ004,2026-01-16,4.6,False
524,EMP026,PRJ004,2026-01-19,7.6,True
525,EMP026,PRJ004,2026-01-20,4.3,True
526,EMP026,PRJ004,2026-01-21,1.7,True
527,EMP026,PRJ004,2026-01-22,2.2,True
528,EMP026,PRJ004,2026-01-23,6.3,False
529,EMP026,PRJ004,2026-01-26,6.8,True
530,EMP026,PRJ004,2026-01-27,4.0,True
531,EMP026,PRJ004,2026-01-28,7.8,True
532,EMP026,PRJ004,2026-01-29,2.1,True
533,EMP026,PRJ004,2026-01-30,6.0,True
534,EMP026,PRJ004,2026-02-02,3.2,True
535,EMP026,PRJ004,2026-02-04,4.6,True
536,EMP026,PRJ004,2026-02-05,6.3,True
